"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 22 18:27:30 ART 2020","Wed Jan 22 18:27:44 ART 2020","13402","","Suite 1","","Suite 1","Test 1","Test 1",""
